STATION,NAME,DATE,PRCP,SNOW,SNWD
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",11/15/2020,0.24,,
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",11/16/2020,0.12,,
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",11/17/2020,0,0,
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",11/18/2020,0,0,
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",11/19/2020,0,0,
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",11/20/2020,0,0,
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",11/21/2020,0.1,,
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",11/22/2020,0.06,,
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",11/23/2020,0.22,,
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",11/24/2020,0.01,,
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",11/25/2020,0.41,,
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",11/26/2020,0.82,,
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",11/27/2020,0.02,,
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",11/28/2020,0,,
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",11/29/2020,0,,
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",11/30/2020,0.69,,
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/1/2020,0.33,1,1
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/2/2020,0,0,0.5
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/3/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/4/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/5/2020,0.02,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/6/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/7/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/8/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/9/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/10/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/11/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/12/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/13/2020,0.07,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/14/2020,0.02,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/15/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/16/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/17/2020,0.14,0.5,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/18/2020,0.03,0.3,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/19/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/20/2020,0.36,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/21/2020,0.02,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/22/2020,0.02,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/23/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/24/2020,0.41,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/25/2020,0.03,0.3,0.3
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/26/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/27/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/28/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/29/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/30/2020,0,0,0
US1OHHM0037,"CHERRY GROVE 0.4 NW, OH US",12/31/2020,1.03,0,0
